"CustomerID","Company Name","Address Name","Address Number","Street","Village","Town","County","Postcode","Customer Contact","Customer Tel","Debtors No","Bin Location",,,,,,,,,"Agreement No","Refuse/ Recycling/Glass School/School Recycling/Schd.2 Refuse/Schd.2 Rec.","Bin Size","Bin Quantity","Cedar Code Abbreviations","Collection Schedule 
(per bin)","Round/ Day",,,,,,,"Commencement Date","Cancellation Date"
1510,"Shoreside (Hunstanton) Ltd","Shoreside Fish & Chips",8,"Le Strange Terrace",,"Hunstanton","Norfolk","PE36 5AT","Mr Bassett/ R Buck","01485 533747","EH2011497",,,,,,,,,,1903,"Refuse",1100,1,"1100-1, 1100-4 x 26, CWTN-1","One empty per week plus
Additional weekly emptying: 1 April - 30 September","T2 SEA",,,,"T1",,,01/04/03,
1511,"Le Strange Old Barns",,,"Golf Course Road","Old Hunstanton",,"Norfolk","PE36 6JG","Miss A Maloney","01485 533402","EH2009262",,,,,,,,,,151201,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","Fortnightly emptying",,,,,"T2 WK2",,,01/04/09,
1514,"North Lynn Discovery Ltd",,,"Columbia Way","North Lynn","King's Lynn","Norfolk","PE30 2LA",,"01553 772283","EH2009326",,,,,,,,,,103752,"Refuse",1100,2,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,11/10/05,
1517,"School House Dental Laboratory",,31,"London Road",,"King's Lynn","Norfolk","PE30 5PY","Mr P Johnson","01553 762405","EH2009354",,,,,,,,,,110020,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,18/05/06,
1519,"Norfolk Primary Care Trust","Dental  Access Centre",6,"King Street",,"King's Lynn","Norfolk","PE30 1ES",,"01553 769264","EH2009359",,,,,,,,,,1789,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,16/07/02,17/04/09
,,,,,,,,,,,,,,,,,,,,,140846,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except Xmas/New Year weeks","G3 WK2",,,,,,,01/08/08,17/04/09
,,,,,,,,,,,,,,,,,,,,,151722,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,"T1",,,,,18/04/08,
,,,,,,,,,,,,,,,,,,,,,151722,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except Xmas/New Year weeks","G3 WK2",,,,,,,18/04/08,
1521,"King's Lynn Conservancy Board","Harbour Office",,"Common Staithe",,"King's Lynn","Norfolk","PE30 1LL","Paul Bailey","01553 773411","EH2009586",,,,,,,,,,1780,"Refuse",1100,1,"1100-1,CWTN-1","One empty per week",,,"T1",,,,,05/08/02,
1522,"R E Gore Mobile Services",,5,"Back Lane","Pott Row","King's Lynn","Norfolk","PE32 1BT",,"01485 600289","EH2009588",,,,,,,,,,146160,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","Fortnightly emptying",,,,,"D4 WK2",,,11/11/08,
1524,"Heacham Group Practice",,45,"Station Road","Heacham","King's Lynn","Norfolk","PE31 7EX",,"01485 572769","EH2009613",,,,,,,,,"01485 541206",1795,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,17/07/09,
1531,"Ermine Care Ltd","Oaks Lodge",,"Fordham Road",,"Newmarket","Lincs","CB8 7XN",,,"EH2009779","Ermine Care ",,90,"Hungate Road","Emneth","Wisbech","Cambs","PE14 8EQ","01945 430519",1855,"Schd.2 Refuse",1100,2,"1100-1, CWTN-1","One empty per week",,,"D12",,,,,05/01/03,
,,,,,,,,,,,,,,,,,,,,,137859,"Schd.2 Recycling",1100,1,"1100-12, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,"R6 WK2",,,,,25/07/08,
1534,"Malletts Solicitors",,17,"Tuesday Market Place",,"King's Lynn","Norfolk","PE30 1JN",,"01553 777744","EH2009783",,,,,,,,,,1807,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,30/08/02,
1535,"Hairtech (Wholesale)",,"Unit 2","Kettlewell Lane","Austin Fields Industrial Estate","King's Lynn","Norfolk","PE30 1PH","Mr D Harvey","01553 764818","EH2009786",,,,,,,,,,1808,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,"T1",,,,,27/08/02,
1545,"Tennyson Avenue Stores Ltd",,31,"Tennyson Avenue",,"King's Lynn","Norfolk","PE30 2QG","Mr M Uddin","01553 772136","EH2016864",,,,,,,,,,91402,"Refuse",1100,1,"1100-1,1100-2, CWTN-1","Two empties per week","T1",,,"T1",,,,17/09/04,07/08/09
1546,"Mr R Gooderson",,92,"Wisbech Road","Outwell","Wisbech","Cambs","PE14 8PF",,"01945 772481","EH2010004",,,,,,,,,,1813,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"D9",,,,14/09/02,01/07/09
1547,"Drs Nisbet, Hughes & Sagar","Feltwell Surgery",,"Wilton Road","Feltwell","Thetford","Norfolk","IP26 4AY",,"01842 828481","EH2010008",,,,,,,,,,1817,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,,"D8",,,19/09/02,
,,,,,,,,,,,,,,,,,,,,,134609,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,,"R5 WK1",,,08/02/08,
1553,"Emneth Angling",,21,"Gaultree Square","Emneth","Wisbech","Cambs","PE14 8DA","Mr M J Asker","01945 589920","EH2010128",,,,,,,,,,137532,"Refuse",240,1,"240-3, 240-4 X 26, CWTN-1","Fortnightly emptying",,,"D12 WK2",,,,,21/04/08,
1557,"Mrs E Packer","Willow House",,"Watery Lane","Grimston","King's Lynn","Norfolk","PE32 1BQ",,"01485 600330","EH2010130",,,,,,,,,,1836,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"D4",,,22/10/02,
1572,"Mr A Tursucu","T/As Ali's Kebabs",12,"Wisbech Road","Outwell","Wisbech","Cambs","PE14 8PR",,"01945 773434","EH2010634",,,,,,,,,,2355,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"D9",,,,07/09/04,
1576,"Alderman Jackson School",,,"Marsh Lane",,"King's Lynn","Norfolk","PE30 3AE","Mrs Debby McCarthy Headteacher","01553 672779","EH2010709",,,,,,,,,,105639,"School Refuse",1100,2,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,01/12/05,
,,,,,,,,,,,,,,,,,,,,,105639,"School Recycling",240,4,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R1 WK2",,,01/12/05,
1577,"Mr & Mrs M J Dennis","T/As Cameo Properties",,"Carleton Barn","Rode Lane","Carleton Rode","Norfolk","NR16 1NW",,"01953 860999","EH2010775",,"Cornloft Cottage & Annexe",,"The Green","South Creake","Fakenham","Norfolk","NR21 9AB",,96120,"Refuse",360,1,"360-1, CWTN-1","One empty per week","D13",,,,,,,01/04/05,15/04/09
,,,,,,,,,,,,,"Cornloft Cottage & Annexe",,"The Green","South Creake","Fakenham","Norfolk","NR21 9AB",,151758,"Refuse",240,1,"240-1, CWTN-1","One empty per week","D13",,,,,,,16/04/09,
1578,"J D  Wetherspoon PLC","Wetherspoon House",,"Reeds Crescent","Central Park","Watford","Herts","WD1 1QH",,,"EH2010787","The Globe Hotel",,,"Tuesday Market Place",,"King's Lynn","Norfolk",,"01553 668000",145222,"Refuse",1100,4,"1100-1, 1100-2 x 2, CWTN-1","Three empties per week","T1",,,"T1",,"LITTER",,06/10/08,
1597,"Pisces Country Club",,,"Bedford Bank (West)","Welney","Wisbech","Cambs","PE14 9TB","Mr J M Jones","01354 610257","EH2011429",,,,,,,,,,109783,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One  empty per week",,,,"D10",,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,109783,"Schd.2 Refuse",1100,1,"1100-3, 1100-4 x 22, DISC-1","Weekly emptying: 1 May - 30 September",,,,"D10",,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,153217,"Recycling",1100,1,"1100-13 x 19","Fortnightly emptying: 1 April - 30 September 
4 weekly emptying: ! October - 31 March",,,,"R3 WK2",,,,01/06/09,
1598,"Snettisham Beach Park",,34,"Beach Road","Snettisham","King's Lynn","Norfolk","PE31 7RA","Mrs Sandie Hempsall","01485 543763","EH2028189",,,,,,,,,,136342,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T2",,,,,,25/03/08,
1599,"Gail's Chippy Ltd",,,"Lynn Road","Wallton Highway","Wisbech","Cambs","PE14 7DE","Mrs G Wrigg","01945 584916","EH2011564",,,,,,,,,,1892,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D7",,,,,,24/03/03,
1602,"S Dass & Sons (Fashion Group)",,"65-67","St Pauls Road (North)","Walton Highway","Wisbech","Cambs","PE14 7DN",,"01945 584989","EH2011571",,,,,,,,,,151332,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D7",,,,,,01/04/09,
1603,"Double Happiness Chinese Restaurant",,73,"Norfolk Street",,"King's Lynn","Norfolk","PE31 1AD","Mr K C Lim","01553 769400","EH2022720",,,,,,,,,,117411,"Refuse",660,1,"660-1, CWTN-1","One empty per week",,,"T1",,,,,02/10/06,
1604,"Sowerby's Ltd",,54,"Westgate",,"Hunstanton","Norfolk","PE36 5EL",,"01485 533666","EH2011574",,,,,,,,,,131803,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"T1",,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,134673,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except Xmas/New Year weeks","R2 WK1",,,,,,,07/02/08,
1606,"Premier Racquets & Fitness Ltd",,,"Ringstead Road","Sedgeford","Hunstanton","Norfolk","PE31 5NQ","Mr D Gill/Nicole Witton","01485 571961","EH2011612",,,,,,,,,,145422,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D13",,,,,21/10/08,
,,,,,,,,,,,,,,,,,,,,,145422,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,"R6 WK1",,,,,21/10/08,
1607,"Sue Ryder Care",,119,"High Street",,"King's Lynn","Norfolk","PE30 1DD",,"01553 692895","EH2011790",,,,,,,,,,1930,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,01/04/02,
1611,"Capelli",,43,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AH","Ms T A Eke","07768 921174","EH2021509",,,,,,,,,"01553 692341",111654,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,22/05/06,
1619,"The Methodist Church","c/o Mr J Rospopa",86,"Tennyson Road",,"King's Lynn","Norfolk","PE30 5NG","Mr Rospopa 01553 767102",,"EH2011885","Methodist Church",,,"London Road",,"King's Lynn","Norfolk","PE30",,1934,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,01/05/03,
1620,"Wigram & Ware Ltd",,4,"Jubilee Court","Dersingham","King's Lynn","Norfolk","PE31 6HH",,"01485 544850","EH2011933",,,,,,,,,,2366,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"T1",,,10/09/05,
1622,"Coopers Mill Ltd","Coopers Mill",,"Mill Road","Walpole Highway","Wisbech","Cambs","PE14 7QL","Mr B Lord","01945 880020","EH2012058",,,,,,,,,,122763,"Schd.2 Refuse",660,1,"660-1, CWTN-1","One empty per week",,"D7",,,,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,122763,"Schd.2 Recycling",660,1,"660-11, CWTN-2","Fortnightly: except  Xmas/New Year weeks",,"R4 WK2",,,,,,01/04/07,
1623,"West Newton Village Hall","c/o Mr R Ward",6,"Victory Cottages","West Newton","King's Lynn","Norfolk","PE31 6AT",,"01485 544995","EH2012105","West Newton Village Hall",,,,"West Newton","King's Lynn","Norfolk","PE31 6AT",,98435,"Schd 2 Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D1",,,,,10/06/05,
1624,"Ffolkes Arms Hotel & Country Club",,,"Lynn Road","Hillington","King's Lynn","Norfolk","PE31 6BJ","Mr & Mrs L C Bates","01485 600210","EH0934084",,,,,,,,,,1901,"Refuse",1100,3,"1100-1. 1100-2, CWTN-1","Two empties per week",,"T1",,,"D1",,,02/06/03,
1625,"C R Rose Ltd","Auto Tecnics",,"Lynn Road","Hillington","King's Lynn","Norfolk","PE31 6BJ","Mr C Rose","01485 600281","EH2012588",,,,,,,,,,96608,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"T1",,,,,,25/04/05,
1628,"Richmond House Hotel",,06/08/09,"Westgate",,"Hunstanton","Norfolk","PE36 5AL","Mr D Hallas","01485 532601","EH2012152",,,,,,,,,,1967,"Refuse",770,1,"770-3, 770-4 X 15, CWTN-1","Fortnightly emptying: 1 April - 31 October",,,,,"T1 WK2",,,14/06/03,
1635,"Corkers Restaurants Ltd","The Lord Nelson Public House",,"Walsingham Road","Burnham Thorpe","King's Lynn","Norfolk","PE31 8HN","Simon Alper","01328 738241","EH2022978",,,,,,,,,,120083,"Refuse",1100,2,"1100-1, 1100-2, CWTN-1","Two empties per week","D13",,,,"T2",,,04/12/06,
1639,"Jade Garden Chinese Takeaway",,22,"Wootton Road",,"King's Lynn","Norfolk","PE30 4EX","MR Jun Fen Huang","01553 761248","EH2012660",,,,,,,,,,96858,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"T1",,,,01/04/05,11/07/09
1640,"Agrilynk Ltd",,,"Bentinck Dock",,"King's Lynn","Norfolk","PE30 2HA",,"01553 764831","EH2012661",,,,,,,,,,1981,"Refuse",770,1,"770-3, 770-4 x 26, CWTN-1","Fortnightly emptying",,"T1 WK2",,,,,,14/07/03,
1642,"John Bull Confectionery Ltd","(Re Fudgetastic)",,"Lancaster Road","Carnaby Industrial Estate","Bridlington","East Yorkshire","YO15 3QY",,"01262 678525","EH2012664","Fudgetastic",,32,"High street",,"Hunstanton","Norfolk","PE36 5AF","01485 535146",1989,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"T1",,,22/07/03,
1644,"Fenland Express","Downham  Market Station",,"Railway Road",,"Downham Market","Norfolk","PE38 9EN","Mr A Archibald","01366 386663","EH2012881",,,,,,,,,,2062,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"D9",,,,,19/11/03,
1646,"South Wootton Parish Council","The Parish Office",,"Church Lane","South Wootton","King's Lynn","Norfolk","PE30 3LJ",,"01553 671692","EH2012951",,,,,,,,,,2006,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,22/08/03,
1647,"Mrs J Eales t/as Badgers Cattery","Marsh Farm",,"Gooses Lane","Walpole St Andrew","Wisbech","Cambs","PE14 7JR",,"01945 780691","EH2012952",,,,,,,,,,106561,"Refuse",240,1,"240-3, 240-4 x 10, CWTN-1","Monthly emptying: 1 April - 31 January",,,"D7 BEG",,,,,01/04/05,
1648,"Hunstanton Sailing Club","C/o Mr J Paul",8,"Jubilee Drive","Dersingham","King's Lynn","Norfolk","PE31 6YA",,,"EH2012979","Hunstanton Sailing Club",,,"North Promenade",,"Hunstanton","Norfolk","PE36 6EH",,2004,"Refuse",1100,1,"1100-3, 11004 x 26, CWTN-1","Weekly emptying: 1 April - 30 September",,,,,"T2",,,01/04/03,
1650,"Monica Vinader Design Studio","Choseley Farmhouse",,"Choseley","Docking","King's Lynn","Norfolk","PE31 8PQ",,"01485 512133","EH2013019",,,,,,,,,,2016,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,"D1",,,,,01/09/03,
1651,"Miss D Johnson","T/as King's Stores",,"The Street","Marham","King's Lynn","Norfolk","PE33 9HP",,"01760 337239","EH2013020",,,,,,,,,,2022,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D12",,,,,,01/09/03,
1653,"Silk Road Takeaway",,,"Creake Road","Burnham Market","King's Lynn","Norfolk","PE31 8EA","Miss Yuen Shan Ho","01328 738866","EH2013024",,,,,,,,,,2020,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"D13",,,,,,01/09/03,
1680,"Mr J Lee","St Georges Chambers",27,"King Street",,"King's Lynn","Norfolk","PE30 1HA",,"01553 774044","EH2012954",,,,,,,,,,1996,"Refuse",770,1,"770-1, CWTN-1","One empty per week","T1",,,,,,,18/04/03,
1681,"Anglia Co-Operative Funerals",,"69-71","Westgate",,"Hunstanton","Norfolk","PE36 5EP",,"01485 534171","EH2013432",,,,,,,,,,150945,"Refuse",360,1,"360-3, 360-4 x 26, CWTN-1","Fortnightly emptying",,,,,"T1 WK2",,,01/04/09,
1682,"St Matthew Housing","The Malthouse Project",8,"Elsey's Yard","Risbygate Street","Bury St Edmunds","Suffolk","IP33 3AA",,,"EH2010545","St Matthew Housing",,66,"Gaywood Road",,"King's Lynn","Norfolk","PE30 2PT","01553 760348",2034,"Schd.2 Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"D5",,,,01/09/03,
1683,"Stade Developments Ltd"," Ref: Pier Entertainment Centre",18,"St Christiopher's Way","Pride Park","Derby",,"DE24 8JY","Martin Hopson","01283 500520","EH2027699","Pier Entertainment Centre",,,"The Green",,"Hunstanton","Norfolk","PE36","01485 532556",136026,"Refuse",1100,2,"1100-1, 1100-2, CWTN-1","Two empties per week","T2   ",,,,"T2",,,01/03/08,07/04/09
,,,,,,,,,,,,,,,,,,,,,152043,"Refuse",1100,2,"1100-1, 1100-2, 1100-4 x 26, CWTN-1","Two empties per week plus additional
weekly emptying; I April - 30 September","T2",,"T2 SEAS",,"T2",,,08/04/09,
1685,"Dukes Head Tham's Restaurant & Bar",,,"Lynn Road","West Rudham","King's Lynn","Norfolk","PE31 8RW","Mr M F Tham","01485 528628","EH2013452",,,,,,,,,,2032,"Refuse",1100,2,"1100-1, 1100-2, CWTN-1","One empty per week",,"D1",,,,,,01/10/03,
1686,"The Cornish Pasty Co Ltd","Bullock House",,"Lower Calamansack","Port Navas","Falmouth","Cornwall","TR11 5RN",,,"EH2013454","The Cornish Pasty Co Ltd",,79,"High Street",,"King's Lynn","Norfolk","PE30 1BB","01553 764767",2039,"Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week","T1",,,"T1",,,,"13/010/03",
1693,"Mrs C Buckland","Lovells Hall",30,"Station Road","Terrington St Clement","King's Lynn","Norfolk","PE34 4PL",,"01553 829702","EH2013486",,,,,,,,,,2060,"Schd.2 Refuse",240,1,"240-1, CWTN-1","One empty per week","D4",,,,,,,11/11/03,
1694,"P M Russell Butchers","Threeways",97,"School Road","Upwell","Wisbech","Cambs","PE14 9EW",,"01945 773419","EH2000050",,,,,,,,,,96429,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"D9",,,28/04/05,
1696,"Outwell Parish Council","C/o Mrs D Newton, Carlton",90,"Wisbech Road","Outwell","Wisbech","Cambs","PE14 8PF",,"01945 774327","EH2013541",,"Boat Basin",,"Well Creek","Outwell","Wisbech","Cambs","PE14",,,"Schd.2 Refuse",660,1,"660-4 x 26, SEAS-1,CWTN-1","Weekly emptying: 1 April - 30 September
Monthl;y emptying: 1October - 31 March",,,,"D9",,,,01/04/04,
1697,"The Coach & Horses Public House",,77,"Manor Road","Dersingham","King's Lynn","Norfolk","PE31 6LN","Mrs S Roythorne","01485 540391","EH2024749",,,,,,,,,,123564,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/04/07,
1698,"Good Earth Takeaway",,,"Buckenham Drive","Stoke Ferry","King's Lynn","Norfolk","PE33 9SG","Michael Wan 07788 712733","01366 501163","EH2013654",,,,,,,,,,105492,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"D8",,,,,24/11/05,
1700,"Holt & Company Auctioneers","Church Farm Barns",,,"Wolferton","King's Lynn","Norfolk","PE31 6HA",,"01485 542822","EH2013749",,,,,,,,,,2073,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"D1",,,,,24/11/03,
1701,"Gerry's Pizza Takeaway",,7,"Saturday Market Place",,"King's Lynn","Norfolk","PE30 5DQ","Mr Hop Fung Cheung","01553 770100","EH2021515",,,,,,,,,,113490,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,26/06/06,
1702,"St Martin at Shouldham Primary School",,,"Lynn Road","Shouldham","King's Lynn","Norfolk","PE33 0BU",,"01366 347260","EH0972257",,,,,,,,,,123203,"School Refuse",360,1,"360-5, CWTN-3","Term time emptying (40 empties p.a.)","D10",,,,,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,123203,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R3 WK1",,,,,,,01/04/07,30/04/09
,,,,,,,,,,,,,,,,,,,,,150784,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R3 WK1",,,,,,,01/05/09,
1707,"C & R Cinema's Ltd","P.O. Box 10164",,,,"Sutton Coldfield",,"B74 3YE",,"01213 535061","EH2013883","Majestic Cinema",,,"Tower Street",,"King's Lynn","Norfolk","PE30 1EJ","01553 774297",139281,"Recycling",1100,1,"1100-9, 1100-13 x 25, CWTN-2","50 empties: Weekly except Xmas & New Year weeks","G3  ",,,,,,,05/08/08,
,,,,,,,,,,,,,,,,,,,,,147770,"Refuse",1100,2,"1100-1, 1100-2, 1100-4 x 12, CWTN-1","Two empties per week plus additional
weekly emptying in School Holidays (12 weeks)","T1",,"T1 SEAS","T1",,,,22/12/08,
,,,,,,,,,,,,,,,,,,,,,153380,"Glass",770,1,"770G-1, CWTN-5","One empty per week","G3  ",,,,,,,01/06/09,
1709,"Marham Parish Council","c/o Mr M Inder",4,"Lime Close","Marham","King's Lynn","Norfolk","PE33 9JA",,,"EH2013889",,"Marham Village Hall",,"School Lane","Marham","King's Lynn","Norfolk","PE33 9JA","01760 338389",2091,"Refuse",240,1,"240-1. CWTN-1","One empty per week",,"D12",,,,,,01/01/04,
1710,"Feltwell Chinese Takeaway",,32,"Long Lane","Feltwell","Thetford","Norfolk","IP26 4BJ","Mr Jian Q Yu","01842 828740","EH2030438",,,,,,,,,,138403,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"D8",,,,01/04/08,
1713,"Mrs R M De Bootman","Great Ketlam Farm",,"Low Road","Pentney","King's Lynn","Norfolk","PE32 1JF",,"01760 338797","EH2014235",,,,,,,,,,2106,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"D3",,,,22/01/04,
1715,"Anglia Country Inns Ltd","The Jolly Sailors Public House",,"Main Road","Brancaster Staithe","King's Lynn","Norfolk","PE31 8BJ","Heather Tidd - Manager","01485 210314","EH2033869",,,,,,,,,,148831,"Refuse",1100,2,"1100-1, 1100-4 x 30, CWTN-1","One empty per week plus additional
weekly emptying: 1 April - 31 October","D5",,,,"T2 SEAS",,,27/01/09,
,,,,,,,,,,,,,,,,,,,,,152479,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except Xmas/New Year weeks","R3 WK2",,,,,,,05/05/09,25/08/09
,,,,,,,,,,,,,,,,,,,,,155447,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks","R3/WK2",,,,,,,25/08/09,
1716,"Mr  N Bailey",,6,"Fox's Lane","West Lynn","King's Lynn","Norfolk","PE34 3LY",,"01553 768923","EH1070935",,,,,,,,,,2123,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","Fortnightly emptying",,,"D4 WK2",,,,,11/02/04,
1719,"The White Hart Stores Public House",,1,"St James Street",,"King's Lynn","Norfolk","PE30 5DA","Mr R George","01553 760034","EH2015213",,,,,,,,,,2263,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,06/05/04,
1725,"Carole Brown Health Centre","St Nicholas Court",,"Church Lane","Dersingham","King's Lynn","Norfolk","PE",,"01553 696811","EH2013459",,,,,,,,,,103553,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,05/10/05,
1732,"Tommy's Body Repairs",,"Unit 3","Bergen Way","North Lynn Industrial Estate","King's Lynn","Norfolk","PE30 2JG","Mr A Haywood","01553 776996","EH2014370",,,,,,,,,,2153,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,23/03/04,
1733,"M S P  Labels & Signs Ltd",,"Unit 1","Coxford Abbey Farm",,"Fakenham","Norfolk","PE31 6TB",,,"EH2014389",,,,,,,,,,2143,"Refuse",770,1,"770-3, 770-4 x 26, CWTN-1","Fortnightly emptying",,"D1 WK1",,,,,,17/03/04,
1736,"Knicat Ltd",,64,"Railway Road",,"Downham Market","Norfolk","PE38 9EL",,"01366 383708","EH2014564",,,,,,,,,,2096,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"D9",,,,,29/12/03,
1737,"Porvair plc",,7,"Regis Place","Bergen Way","King's Lynn","Norfolk","PE30 2JN",,"01553 765500","EH2014567",,,,,,,,,,136320,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"T1",,,,,,01/04/08,
,,,,,,,,,,,,,,,,,,,,,136320,"Recycling",360,1,"360-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,"R1 WK2",,,,01/04/08,
1741,"Hilgay Village VC School",,,"Church Road","Hilgay","Downham Market","Norfolk","PE38 0JL",,"01366 387685","EH0981967",,,,,,,,,,88307,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)","D8",,,,,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,88307,"School Recycling",240,4,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R5 WK1",,,,,,,01/09/04,
1746,"Amys Restaurant",,"26-28","Wootton Road",,"King's Lynn","Norfolk","PE30 4EX","Mr A S Huy","01553 766656","EH2014586",,,,,,,,,,2140,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,03/02/04,
1747,"Castle Acre Stores",,,"Foxes Meadow","Castle Acre","King's Lynn","Norfolk","PE32 2AS","Mr & Mrs R Singh","01760 755274","EH2027763",,,,,,,,,,140012,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"D3",,,,23/05/08,22/05/09
,,,,,,,,,,,,,,,,,,,,,152737,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"D3",,,,23/05/09,
1749,"Chives Ltd",,11,"High Street",,"Hunstanton","Norfolk","PE36 5AB",,"01485 534771","EH2014603",,,,,,,,,,94387,"Refuse",770,1,"770-1, 770-2, CWTN-1","Two empties per week","T2",,,,"T1",,,24/05/04,
1750,"Mr D G Donger","T/as Snack Attack",14,"Spring Sedge",,"King's Lynn","Norfolk","PE30 3PP",,"01553 679067","EH2014605",,,,,,,,,,2189,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,05/04/04,
1752,"Bakers Oven","(Ref: 1-2 Wales Court, Downham Market)","First Floor","Adam House","Players Court","Player Street","Nottingham","NG7 5LQ",,"01159 703883","EH2014635",,,,,,,,,,112229,"Refuse",1100,2,"1100-1, 1100-2 x 2, CWTN-1","Three empties per week","D9",,"D9",,"D9",,,09/06/06,
1755,"B H I P Ltd","Barn B, Home Farm Barns",,"Common Road","Snettisham","King's Lynn","Norfolk","PE31 7PD",,"08450 900192","EH2018003",,,,,,,,,,100324,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"T1",,,19/07/05,
,,,,,,,,,,,,,,,,,,,,,136313,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,,"R2 WK1",,,01/04/08,
